"name","description","make","model","type","year","price","engine","cylinders","fuel","mileage","transmission","trim","body","doors","exterior_color","interior_color","drivetrain"
"2024 Jeep Wagoneer Series II","
      
        2024 Jeep Wagoneer Series II Bright White Clearcoat 3.0L I6 4WDFactory MSRP: $79,135 Dealer Discount of $4,136 off MSRPProud to be Indiana's Dealer of the Year and Winner of the Consumer Satisfaction.Although every reasonable effort has been made to ensure the accuracy of the information contained on this Vehicle is correct, absolute accuracy cannot be guaranteed. Advertised price does not include tax, title, license or $235.00 dealer fee. Price includes: $1000 - 2024 JEEP Conquest Bonus Cash 38CR7. Exp. 06/03/2024
      
    Our entire team is dedicated to providing top quality customer service. We have a great group of amazing people here at ODaniel Chrysler Dodge Jeep RAM and our customers continually tell us that they love their experience.","Jeep","Wagoneer","New","2024","73999","","6","Gasoline","59","8-Speed Automatic","Series II","SUV","4","Bright White Clearcoat","Black","Four-wheel Drive"
"2024 Nissan Pathfinder SL 4WD","
      
        This Deep Ocean Blue Pearl 2024 Nissan Pathfinder SL would be a welcomed addition to your family/business. Visit www.Deerybrothers.com Deery Brothers Nissan - The Right Car, The Right Place, The Right Way. Experience the innovation that excites at Deery Brothers Nissan. Every Nissan is made to be noticed and built to last. To be sure you don't miss out, give us a call at (319)752-6000 and schedule a test drive. We are located at 200 S. Gear Avenue West Burlington IA 52655. We look forward to seeing you soon.Dealer Disclosure: Price does not include Sales Tax, Title, License, Registration, or $180 Documentation Fee. Price includes all applicable rebates and discounts. Some new vehicles may qualify for additional rebates and incentives based on place of residency, place of employment, memberships, organizations, current model of ownership, etc. Lease Incentive may be applied to the sale price when the lease incentive is greater than the retail incentive.
      
    ","Nissan","Pathfinder","New","2024","42155","6 gasoline direct injection, DOHC, variable valve control","6","Gasoline","6","Automatic","SL 4WD","SUV","4","Deep Ocean Blue Pearl","Charcoal","Four-wheel Drive"
"2023 Ford Transit-350 ","Lynn Layton Ford is North Alabama's Fastest Growing Ford Dealer. We never charge any dealer add on fees or doc fees. We are a Family Owned business helping people with all kinds of credit situations. We love trade-ins and we love to give you the most for them! So come by and see us! Call or text Austin Craft, Internet Manager, for pricing or more information 256-655-2002.","Ford","Transit-350","New","2023","54525","24V GDI DOHC Twin Turbo","6","Gasoline","0","10-Speed Automatic",,"Cargo Van","3","Oxford White","Dark Palazzo Gray","Rear-wheel Drive"
"2024 Jeep Grand Cherokee Laredo","","Jeep","Grand Cherokee","New","2024","47030","OHV","6","Gasoline","5","8-Speed Automatic","Laredo","SUV","4","Silver Zynith","Global Black","Four-wheel Drive"
"2024 Jeep Grand Cherokee Laredo","","Jeep","Grand Cherokee","New","2024","42425","OHV","6","Gasoline","5","8-Speed Automatic","Laredo","SUV","4","Silver Zynith","Black","Four-wheel Drive"
"2024 Dodge Hornet GT Plus","Gray Cray 2024 Dodge Hornet GT Plus AWD 9-Speed 948TE Automatic 2.0L I4 DOHC 21/29 City/Highway MPG Price includes: $500 - 2024 DJR National Retail Consumer Cash 24CR1. Exp. 06/03/2024Don't Like to waste time in a dealership? Call 913-780-3700 for a VIP Appointment!!! We'll have the car pulled up and ready for you to drive! We look forward to providing you with wonderful car buying experience!","Dodge","Hornet","New","2024","42436","16V GDI DOHC Turbo","4","Gasoline","18","9-Speed Automatic","GT Plus","SUV","4","Gray","Black","All-wheel Drive"
"2024 Jeep Grand Cherokee Laredo","
      
        Check out this 2024! It offers the latest in technological innovation and style. Jeep prioritized comfort and style by including: an overhead console, rear wipers, and power windows. Come down to our dealership, you'll get a great vehicle at a great price, with the experience and dedication of our whole team behind you.
      
    Salute to Service promotion in full effect now!!","Jeep","Grand Cherokee","New","2024",,"OHV","6","Gasoline","10","8-Speed Automatic","Laredo","SUV","4","Silver Zynith","Global Black","Four-wheel Drive"
"2024 Jeep Grand Cherokee L Limited","   Price includes Retail Bonus Cash for $1 000  Mid Atlantic BC Retail Consumer Cash for $1 500    Mid-Atlantic Conquest Retail Bonus Cash for $3 000    Flow Dealer Discount for $2 855   and Flow Dealer Discount for $2 855     2024 JEEP GRAND CHEROKEE LIMITED 4X4","Jeep","Grand Cherokee L","New","2024","56015","ar 3.6L V-6 DOHC, variable valve control, regular unleade","6","Gasoline","8","Automatic","Limited","SUV","4","Baltic Gray Metallic Clearcoat","Wicker Beige/Global Black","Four-wheel Drive"
"2024 BMW 530 i","
      
        2024 BMW 5 Series 530i Mineral White Metallic RWD 2.0L 4-Cylinder TIBBFX, Sales Price reflects Dealer Contribution and all available Manufacturer rebates/incentives, Not all customers will qualify for all Manufacturer rebates/incentives (ex BMW Loyalty), Price does not include tax, title, license and document fees, All Sales are Final, Customers are responsible for all transportation costs, Galleria BMW only accepts Certified Funds for Deposits, Down Payments and/or Cash Down, Deposits accepted by Galleria BMW will hold designated Stock Number for a maximum of 72 hours, Deposits accepted by Galleria BMW are non-refundable, Call today to reserve your VIP test drive appointment! We can't wait to see you!, Espresso Bwn Veganza Perf. Galleria BMW is proud to serve our Mississippi Gulf Coast customers! Our new State-of-the-Art Facility is designed with our customer in mind - With four customer lounges, our Isetta Bar with complimentary refreshments, the BMW Boutique and much more! Let us show you how Galleria BMW wants to earn your business! Price does not include tax, title, license and document fees. Sales Price reflects Dealer Contribution and all available Manufacturer Retail Purchase incentives (Lease rebates may differ). Sales price excludes any aftermarket parts or accessories installed at the dealership (ex. Window tint, all-weather floor mats, cargo mat, paint surface protection, etc.). Not all customers will qualify for all incentives. See Galleria BMW for eligibility and complete details. Thanks! Galleria BMW, BMW Galleria, Diberville BMW, BMW Dealer Near Me, Galleria BMW, BMW Dealership Near Me, bmw x5 for sale, BMW, Near Me, Gulfport BMW, 2023 BMW X7.
      
    ","BMW","530","New","2024",,"16V GDI DOHC Turbo","4","Gasoline","5","8-Speed Automatic","i","Sedan","4","Mineral White Metallic","Espresso","Rear-wheel Drive"
"2024 Acura MDX Base","Silver 2024 Acura MDX 3.5L 10-Speed Automatic V6 MDX 3.5L SH-AWD, 4D Sport Utility, V6, 10-Speed Automatic, AWD, Silver.Acura of Memphis is not just your Memphis Acura dealership. We also provide a full line of services dedicated to our customers. These services include Acura car repairs performed by expert mechanics, to OEM Acura auto parts, to car loans, Acura of Memphis is the smart choice for your automotive needs. Customer Service is #1 here at Acura of Memphis.","Acura","MDX","New","2024","52350","24V GDI SOHC","6","Gasoline","16","10-Speed Automatic","Base","SUV","4","Silver",,"All-wheel Drive"
"2024 Kia EV6 Wind","Aurora Black Pearl 2024 Kia EV6 Wind AWD 1-Speed Automatic4D Sport Utility Electric Motor106/86 City/Highway MPG Price includes $799.50 D&H Fee, and all applicable rebates some customers may not qualify for all. See dealer for details.: $7500 - Kia Customer Cash. Exp. 07/08/2024Costco, Sam's Club or Amazon Prime Member? Let us know, you may be eligible for additional savings. Active military or first responder? Educator or health care worker? Tell us! We appreciate what you do everyday! We'll go the extra mile for you! Shakey credit? Don't stress, we have programs that may help! When you visit or call please ask for our Internet Team. Call us at 720-251-2696.","Kia","EV6","New","2024","41991","c",,"Electric","13","Automatic","Wind","SUV","4","Aurora Black Pearl","Black","All-wheel Drive"
"2024 Honda HR-V LX","
      
        Modern Steel Metallic 2024 Honda HR-V LX FWD CVT 2.0L I4 DOHC 16V i-VTEC 26/32 City/Highway MPGWe offer prime and subprime financing. Also, make sure to ask about the exclusive Rome Honda Advantage Customer Care, included on all New ane preowned Vehicle Purchases - 1 Year or 15,000 miles of Paintless Dent Removal - Tire and Wheel Protection and Windshield Repair, See dealer for complete details. Shottenkirk Honda Rome is proud to serve Rome, Cartersville, Floyd, Bartow, Adairsville, Cave Springs, Cedartown, Rockmart, Calhoun, Resaca, Trion, Summerville, Cedar, Bluff, Centre, Cobb, and Kennesaw. We are here to help with all your sales, parts, and service needs. Advertised Price is plus tax, tag, and documentation fee. See dealer for details.Tax, Title and Tags not included in vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by contacting us or by visiting the dealership. Due to current market volatility, we are pricing our vehicles immediately following acquisition. All vehicles will be reconditioned and made ready for sale. Price will be the advertised price plus, TT&L, Registration, and $899.00 dealer documentation fee, any other fees or charges that are allowed or prescribed by law. Any quoted financing terms are subject to final lender approval and are only estimates.Under 97,000 miles will receive a month/6,000 miles powertrain warranty. Vehicles over 97,001-119,999 will receive a 3-month/3000 miles powertrain warranty. No coverage on vehicles over 120,000 miles. Some restrictions apply; please call us for a copy of the contract for specific information. Certain restrictions may apply. See dealer for details.
      
    ","Honda","HR-V","New","2024","25950","gasoline direct injection, DOHC, i-VTEC variable valve co","4","Gasoline","14","Automatic","LX","SUV","4","Modern Steel Metallic","Nh-797m/Black","Front-wheel Drive"
"2024 Honda Passport TrailSport","
      
        WHY BUY FROM US?Our dealership is one of the premier dealerships in the country. Our commitment to customer service is second to none. We offer one of the most comprehensive parts and service department in the automotive industry. Our primary concern is the satisfaction of our customers. Our online dealership was created to enhance the buying experience for each and every one of our internet customers.Check whether a vehicle is subject to open recalls for safety issues at safercar.gov
      
    The Luther Advantage provides an assortment of valuable savings, advantages and guarantees. Prices Clearly Marked, Top Trade-in Values, Free Carfax and Clean Title Guarantee on every Used Vehicle, Comprehensive Inspections and Extended Warranty on Used Vehicles. Ask your sales consultant today if your vehicle qualifies for the Luther Advantage!","Honda","Passport","New","2024","46350","24V GDI SOHC","6","Gasoline","0","9-Speed Automatic","TrailSport","SUV","4","Sky","Black","All-wheel Drive"
"2024 Honda HR-V LX","
      
        Deep Ocean Pearl 2024 Honda HR-V LX AWD CVT 2.0L I4 DOHC 16V i-VTEC 25/30 City/Highway MPGWe offer prime and subprime financing. Also, make sure to ask about the exclusive Rome Honda Advantage Customer Care, included on all New ane preowned Vehicle Purchases - 1 Year or 15,000 miles of Paintless Dent Removal - Tire and Wheel Protection and Windshield Repair, See dealer for complete details. Shottenkirk Honda Rome is proud to serve Rome, Cartersville, Floyd, Bartow, Adairsville, Cave Springs, Cedartown, Rockmart, Calhoun, Resaca, Trion, Summerville, Cedar, Bluff, Centre, Cobb, and Kennesaw. We are here to help with all your sales, parts, and service needs. Advertised Price is plus tax, tag, and documentation fee. See dealer for details.Tax, Title and Tags not included in vehicle prices shown and must be paid by the purchaser. While great effort is made to ensure the accuracy of the information on this site, errors do occur so please verify information with a customer service rep. This is easily done by contacting us or by visiting the dealership. Due to current market volatility, we are pricing our vehicles immediately following acquisition. All vehicles will be reconditioned and made ready for sale. Price will be the advertised price plus, TT&L, Registration, and $899.00 dealer documentation fee, any other fees or charges that are allowed or prescribed by law. Any quoted financing terms are subject to final lender approval and are only estimates.Under 97,000 miles will receive a month/6,000 miles powertrain warranty. Vehicles over 97,001-119,999 will receive a 3-month/3000 miles powertrain warranty. No coverage on vehicles over 120,000 miles. Some restrictions apply; please call us for a copy of the contract for specific information. Certain restrictions may apply. See dealer for details.
      
    ","Honda","HR-V","New","2024","27450","gasoline direct injection, DOHC, i-VTEC variable valve co","4","Gasoline","5","Automatic","LX","SUV","4","Deep Ocean Pearl","Nh-731p/Black","All-wheel Drive"
